COD;CODMUN7;Estado;ano;Nome;CV_SCR1 (1 ano);CV_SCR2 (15 meses);Poprural;PopUrb;RDPC;PEA;PEA_A;IDHM;IDHM_E;IDHM_L;IDHM_R;T_ANALF18M;T_MED18M;T_SUPER25M;T_AGUA;T_BANAGUA;T_DENS;T_LIXO;T_LUZ;AGUA_ESGOTO;POPDOMCHEFMULHERES;DENSDEMOG2010;PERC_NV_7CPN;CoberturaAB
150390;1503903;Para;2017;Juruti;76,59;74,17;66,33;33,67;241,39;17404;36,96;0,592;0,501;0,756;0,547;9,75;20,99;3,08;68,19;42,72;68,71;96,72;81,49;46,93;28,8;5,67;52,30;50,02
150400;1504000;Para;2017;Limoeiro do Ajuru;77,23;60,94;75,23;24,77;172,12;10414;41,62;0,541;0,425;0,754;0,493;16,11;18,37;3,38;24,73;16,82;75,51;95,52;79,52;72,22;23,77;16,79;46,77;37,28
150405;1504059;Para;2017;Mae do Rio;85,05;72,85;17,39;82,61;367,01;10897;39,05;0,599;0,458;0,763;0,615;19,05;21,04;4;90,17;55,52;42,03;92,02;95,17;33,86;35,35;59,43;58,32;100
150410;1504109;Para;2017;Magalhaes Barata;123,71;121,65;53,23;46,77;208,43;2574;31,72;0,597;0,507;0,801;0,524;11,56;21,76;2,09;93,5;64,8;48,03;72,65;98,1;18,33;43,03;24,95;63,33;100
150420;1504208;Para;2017;Maraba;64,18;47,78;20,28;79,72;527,86;103679;44,37;0,668;0,564;0,785;0,673;12,18;31,7;5,4;91,19;60,04;43,4;87,39;96,84;27,16;37,07;15,45;36,46;38,35
150430;1504307;Para;2017;Maracana;92,35;75,46;58,92;41,08;221,89;10183;35,89;0,57;0,454;0,764;0,534;13,19;14,93;2,08;80,26;47,25;53,11;67,34;92,3;35,86;40,18;33,16;37,29;100
150440;1504406;Para;2017;Marapanim;76,31;61,23;56,01;43,99;277,01;10720;40,29;0,609;0,521;0,76;0,57;10,22;21,43;2,13;88,6;55,18;48,43;91,54;98,44;31,45;36,86;33,42;39,51;75,35
150442;1504422;Para;2017;Marituba;51,24;47,46;1,04;98,96;382,02;47172;43,58;0,676;0,628;0,793;0,621;5,03;35,01;3,42;89,79;78,47;50,02;88,94;99,97;16,4;40,55;1047,44;53,18;63,33
150445;1504455;Para;2017;Medicilandia;106,13;90,80;65,02;34,98;345,44;11711;42,85;0,582;0,408;0,8;0,605;20,02;11,58;1,23;76,29;37,87;36,84;77,56;86,56;35,07;21,52;3,3;53,78;68,28
150450;1504505;Para;2017;Melgaco;93,17;53,70;77,82;22,18;135,21;8225;33,15;0,418;0,207;0,776;0,454;39,7;7,13;2,04;21,93;13,39;86,43;83,13;64,06;78,93;16,97;3,66;19,75;100
150460;1504604;Para;2017;Mocajuba;71,72;51,31;31,62;68,38;229,18;11706;43,79;0,575;0,467;0,754;0,539;11,89;20,54;2,94;76,1;42,65;65,91;90,44;83,19;29,91;30,36;30,7;59,18;92,47
150470;1504703;Para;2017;Moju;73,52;68,27;64,06;35,94;291,67;27599;39,42;0,547;0,375;0,757;0,578;20,36;14,03;1,94;81,68;27,84;62,93;88,91;84,32;49,91;27,23;7,7;37,27;33,31
150475; ;Para;2017;Mojui dos Campos;84,68;66,22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;66,57
150480;1504802;Para;2017;Monte Alegre;80,07;73,01;55,71;44,29;231,65;21464;38,7;0,589;0,495;0,764;0,541;15,72;20,09;2,92;79,96;29,2;50,12;75,21;82,69;49,6;32,42;3,06;49,77;48,94
150490;1504901;Para;2017;Muana;83,56;68,47;57,55;42,45;230,14;12637;36,95;0,547;0,391;0,775;0,54;14,15;12,51;1,39;51,45;31,41;72,67;88,9;76,73;52,89;24,66;9,08;41,26;53,6
150495;1504950;Para;2017;Nova Esperanca do Piria;97,25;90,60;60,49;39,51;160,34;7000;34,73;0,502;0,346;0,757;0,482;28,61;10,38;2,6;81,75;21,76;58,56;90,28;73,4;70,82;40,65;7,18;57,77;83,22
150497;1504976;Para;2017;Nova Ipixuna;131,28;88,15;47,24;52,76;315,1;6136;41,9;0,581;0,435;0,766;0,59;23,91;12,99;2,64;87,59;34,02;41,03;87,79;93,88;40,27;33,43;9,36;49,54;100
150500;1505007;Para;2017;Nova Timboteua;96,32;67,48;59,62;40,38;267,59;5507;40,29;0,609;0,507;0,791;0,564;21,55;20,88;1,97;90,57;38,27;39,62;95,21;91,6;37,99;38,89;27,91;42,86;100
150503;1505031;Para;2017;Novo Progresso;86,47;84,46;29,48;70,52;658,31;13255;52,76;0,673;0,519;0,828;0,709;9,66;21,53;4,18;92,52;80,18;35,36;94,63;94,71;15,1;40,12;0,66;58,94;100
150506;1505064;Para;2017;Novo Repartimento;79,77;66,69;54,96;45,04;256,37;23473;37,83;0,537;0,376;0,741;0,557;22,35;12,67;2,32;78,96;31,97;45,64;88,2;87,86;39,7;27,17;4,03;48,48;52,46
150510;1505106;Para;2017;Obidos;61,51;56,76;48,38;51,62;255,03;19694;39,92;0,594;0,499;0,756;0,556;13,73;19,52;1,99;63,35;30,08;57,4;81,92;77,46;46,92;32,02;1,76;46,71;63,44
150520;1505205;Para;2017;Oeiras do Para;91,80;63,56;60,02;39,98;181,86;10728;37,52;0,507;0,344;0,754;0,502;19,85;11,98;2,49;67,95;22,18;74,47;88,37;74,52;56,45;29,95;7,42;35,17;55,19
150530;1505304;Para;2017;Oriximina;71,32;53,91;36,07;63,93;332,29;24460;38,95;0,623;0,52;0,778;0,599;12,49;25,11;4,67;54,63;39,03;60,33;80,48;86,22;43,58;34;0,58;54,60;68,07
150540;1505403;Para;2017;Ourem;105,05;76,90;54,4;45,6;285,61;5730;35,13;0,568;0,438;0,727;0,575;22,57;17,24;1,91;87,49;44,83;37,63;95,5;97,4;40,13;39,71;29;66,33;100
150543;1505437;Para;2017;Ourilandia do Norte;79,08;81,70;27,22;72,78;466,52;11629;42,51;0,624;0,467;0,795;0,653;13,53;22,35;3,58;93,28;60,61;39,95;95,98;93,02;26,41;27,14;1,9;65,33;100
150548;1505486;Para;2017;Pacaja;89,65;75,13;65,61;34,39;231,91;14027;35,09;0,515;0,338;0,746;0,541;23,46;12,38;2;79,89;26,99;46,5;61,48;72,7;35,32;28,58;3,38;53,80;52,97
150549;1505494;Para;2017;Palestina do Para;82,95;102,27;39,18;60,82;284,54;2658;35,56;0,589;0,467;0,761;0,574;25,46;19,16;1,85;89,33;29,83;38,9;57,86;91,03;53,87;37,43;7,59;52,58;93,19
150550;1505502;Para;2017;Paragominas;68,06;58,26;21,78;78,22;507,16;42618;43,57;0,645;0,514;0,781;0,667;13,98;25,13;4,88;93,2;64,2;45,76;97,17;98,67;25,79;38,4;5,06;45,83;66,33
150553;1505536;Para;2017;Parauapebas;57,61;55,90;9,89;90,11;627,61;71783;46,64;0,715;0,644;0,809;0,701;8,68;38,59;5,73;93,58;75,75;46,62;98,3;99,8;13,43;32,77;22,35;63,03;67,18
150555;1505551;Para;2017;Pau D'Arco;59,13;50,43;39,65;60,35;279,72;2147;35,59;0,574;0,443;0,748;0,571;24,69;19,12;3,46;70,6;55,24;35,11;75;91,55;26,4;32,97;3,61;45,69;100
150560;1505601;Para;2017;Peixe-Boi;110,89;69,31;46,92;53,08;234,4;2740;34,89;0,581;0,478;0,754;0,543;23,92;19,22;2,2;90,31;48,37;39,98;79,4;91,9;36,24;33,6;17,44;42,98;100
150563;1505635;Para;2017;Picarra;126,81;115,94;71,8;28,2;263,04;4944;38,94;0,563;0,402;0,792;0,561;23,99;13,76;2,47;85,84;32,29;32,7;94,64;85,01;43,19;20,41;3,83;37,91;100
150565;1505650;Para;2017;Placas;57,80;62,06;79,72;20,28;231,94;9690;40,49;0,552;0,404;0,77;0,541;18,53;13,63;1,57;76,33;32,47;48,09;79,77;71,98;51,67;18,86;3,34;62,54;47,04
150570;1505700;Para;2017;Ponta de Pedras;109,86;94,49;52,21;47,79;257,4;9377;36,07;0,562;0,412;0,773;0,558;15,69;14,5;3,14;67,31;38,74;62,75;76,25;74,84;48,59;34,96;7,73;34,48;58,08
150580;1505809;Para;2017;Portel;70,98;36,53;52,37;47,63;195,22;17311;33,18;0,483;0,286;0,767;0,513;32,68;10,73;2,91;62,51;32,19;78,34;88,79;71,78;37,45;30,17;2,06;23,57;52,34
150590;1505908;Para;2017;Porto de Moz;52,19;27,73;57,05;42,95;193,52;13251;39,02;0,503;0,322;0,77;0,512;23,23;12,17;4,11;60,63;32,09;80,36;56,16;77,54;49,62;22,55;1,95;28,67;61,53
150600;1506005;Para;2017;Prainha;78,93;61,10;69,47;30,53;193,32;10517;35,83;0,523;0,359;0,779;0,512;18,98;12,66;3,15;62,85;16,04;66,39;50,9;63,39;51,72;26,87;1,98;52,51;71,06
150610;1506104;Para;2017;Primavera;105,81;62,79;37,76;62,24;279,74;4390;42,75;0,577;0,435;0,772;0,571;22,81;17,51;1,9;92,36;49,21;40,72;81,31;96,24;35,35;43,68;39,71;39,18;100
150611;1506112;Para;2017;Quatipuru;94,05;85,12;57,19;42,81;244,9;4864;39,19;0,543;0,397;0,732;0,55;25,08;11,9;2,1;78,66;36,82;47,17;82,13;97,1;40,61;37,83;38,06;26,63;100
150613;1506138;Para;2017;Redencao;76,46;54,04;7,27;92,73;529,54;35573;47,08;0,672;0,561;0,804;0,674;12,56;26,07;5,34;90,25;70,17;34,27;87,43;98,96;25,07;38,55;19,76;34,88;51,37
150616;1506161;Para;2017;Rio Maria;88,97;70,22;23,65;76,35;460,83;8197;46,32;0,638;0,495;0,804;0,651;17,29;19,28;3,77;91,21;67,76;26,63;91,72;98,72;27,56;29,88;4,3;26,74;100
150618;1506187;Para;2017;Rondon do Para;61,95;61,20;26,12;73,88;346,74;19735;42,02;0,602;0,457;0,788;0,606;21,75;16,82;3,71;84,44;65,52;39,79;93,72;89,83;23,52;33,63;5,7;60,53;68,37
150619;1506195;Para;2017;Ruropolis;72,93;74,86;61,9;38,1;242,49;15223;37,97;0,548;0,392;0,764;0,548;19,39;13,95;2,65;79,87;27,71;44,84;79,03;62,89;55,22;20,36;5,71;66,18;43,15
150620;1506203;Para;2017;Salinopolis;97,54;62,37;10,77;89,23;398,58;17534;46,86;0,647;0,541;0,798;0,628;11,99;22,67;2,59;91,51;65,15;52,22;87,59;99,23;14,44;40,53;157,4;60,79;100
150630;1506302;Para;2017;Salvaterra;91,67;64,25;37,21;62,79;296,28;7591;37,61;0,608;0,488;0,793;0,58;9,79;20,8;3,23;96,19;60,13;48,97;55,26;96,93;25,61;44,15;19,42;34,92;75,86
150635;1506351;Para;2017;Santa Barbara do Para;48,42;35,82;68,16;31,84;287,25;6612;38,57;0,627;0,546;0,784;0,575;9,01;26,12;2,27;92,87;61,17;51,84;91,4;98,29;28,82;33,73;61,62;44,64;100
150640;1506401;Para;2017;Santa Cruz do Arari;72,73;101,30;51,02;48,98;161,13;2759;33,83;0,557;0,461;0,775;0,483;12,37;15,71;1,63;84,54;48,49;69,3;73,55;95,13;15,76;40,71;7,57;69,66;100
150650;1506500;Para;2017;Santa Izabel do Para;63,40;52,48;27,69;72,31;384,17;24901;41,87;0,659;0,576;0,798;0,622;10,15;28,52;3,65;90,7;66,32;47,15;93,16;98,97;19,76;38,36;82,86;53,96;97,73
150655;1506559;Para;2017;Santa Luzia do Para;90,51;55,56;55,25;44,75;217,11;6384;32,87;0,546;0,424;0,724;0,53;27,08;17,61;2,15;84,67;27,86;46,01;96,69;93,98;53,87;29,16;14,32;32,27;100
150658;1506583;Para;2017;Santa Maria das Barreiras;154,93;100,70;63,05;36,95;253,55;6027;35,03;0,544;0,37;0,783;0,555;19,87;11,45;2,67;88,35;51,79;37,58;81,13;77,51;28,62;19,71;1,67;39,86;100
150660;1506609;Para;2017;Santa Maria do Para;70,96;58,08;42,12;57,88;323,98;9961;43,26;0,598;0,471;0,764;0,595;21,67;17,92;2,3;89,73;60,37;37,5;91,18;97,03;27,26;34,28;50,31;60,05;100
150670;1506708;Para;2017;Santana do Araguaia;92,21;78,41;47,17;52,83;316,81;25195;44,87;0,602;0,478;0,774;0,591;15,84;18,48;2,9;89,45;60,88;41,27;95,8;85,67;30,63;23,77;4,84;57,82;55,05
150680;1506807;Para;2017;Santarem;56,92;48,46;26,75;73,25;409,07;126139;42,82;0,691;0,648;0,807;0,632;8,07;36,92;7,23;79,61;62,09;49,1;94,65;90,97;26,99;37,21;12,87;50,63;62,86
150690;1506906;Para;2017;Santarem Novo;97,12;77,88;70,54;29,46;203;1766;28,76;0,587;0,502;0,774;0,52;18,86;17,51;1,47;85,65;46,38;44,99;87,21;97,81;36,12;36,39;26,76;41,12;100
150700;1507003;Para;2017;Santo Antonio do Taua;93,56;83,45;44,25;55,75;331,12;11117;41,68;0,632;0,561;0,753;0,598;12,45;26,38;3,06;93,44;67,05;46,86;76,53;98,13;21,88;44,87;49,61;36,23;100
150710;1507102;Para;2017;Sao Caetano de Odivelas;97,78;69,33;58,81;41,19;247,8;6656;39,41;0,585;0,473;0,767;0,552;12,25;19,2;0,92;89,79;52,72;51,34;89,71;98,59;27,51;46,08;22,72;33,95;100
150715;1507151;Para;2017;Sao Domingos do Araguaia;97,91;93,13;34,05;65,95;400,66;9534;41,22;0,594;0,451;0,738;0,629;21,48;18,86;2,74;94,05;36,25;37,14;83,27;90,26;38,74;36,68;16,61;40,87;97,94
150720;1507201;Para;2017;Sao Domingos do Capim;108,89;68,58;77,92;22,08;189,39;11951;40,04;0,532;0,382;0,773;0,509;24;15,57;2,52;68,89;27,15;62,95;99,18;73,16;42,81;19,59;17,79;47,05;100
150730;1507300;Para;2017;Sao Felix do Xingu;86,95;72,93;50,61;49,39;423,85;35707;39,09;0,594;0,411;0,798;0,638;12,26;14,13;1,85;89,01;50,41;33,19;92,73;83,19;38,04;15,97;1,08;45,85;45,41
150740;1507409;Para;2017;Sao Francisco do Para;102,22;90,22;66,05;33,95;279,19;5620;37,32;0,608;0,502;0,785;0,571;17,25;21,38;1,66;87,27;56,38;46,19;97,28;98,71;30,23;35,05;31,4;67,96;100
150745;1507458;Para;2017;Sao Geraldo do Araguaia;41,54;42,20;46,89;53,11;322,95;10527;41,14;0,595;0,447;0,793;0,594;20,34;19,99;4,57;88,03;54,98;36,31;95,01;93,81;28,01;35,87;8,08;31,38;99
150746;1507466;Para;2017;Sao Joao da Ponta;54,43;48,10;80,42;19,58;206,18;2101;39,91;0,583;0,495;0,767;0,522;9,22;19,42;1,97;89,56;50,48;52,45;100;96,87;36,09;34,99;26,87;55,17;100
150747;1507474;Para;2017;Sao Joao de Pirabas;84,34;51,81;49,21;50,79;215,54;6957;33,69;0,539;0,393;0,753;0,529;22,51;11,41;1,42;86,42;42,99;55,15;76,96;92,41;41;43,54;29,26;35,28;100
150750;1507508;Para;2017;Sao Joao do Araguaia;57,21;35,10;80,34;19,66;216,86;4687;35,63;0,55;0,424;0,741;0,53;26,95;13,82;2,33;80,31;30,16;49,06;55,68;86,53;48,93;30,52;10,28;41,76;100
150760;1507607;Para;2017;Sao Miguel do Guama;95,20;84,19;38,17;61,83;299,95;21324;41,35;0,591;0,471;0,752;0,582;18,49;18,13;2,88;74,16;45,62;48,47;81,1;93,24;44,07;36,72;46,45;58,20;42,62
150770;1507706;Para;2017;Sao Sebastiao da Boa Vista;125,55;111,76;56,77;43,23;202,85;7928;34,61;0,558;0,439;0,76;0,52;17,24;16,76;1,51;36,59;17,56;69,13;90,37;78,88;71,45;18,14;14,03;32,50;96,67
150775;1507755;Para;2017;Sapucaia;122,35;108,24;34,12;65,88;426,86;2369;46,94;0,59;0,405;0,792;0,639;24,09;14,58;2,65;91,95;75,2;36,68;92,45;97,92;15,6;31,7;3,89;61,05;100
150780;1507805;Para;2017;Senador Jose Porfirio;69,14;41,80;50,4;49,6;219,97;5122;39,26;0,514;0,338;0,754;0,533;24,69;9,64;2,9;75,2;28,69;56,49;91,92;69,84;47,38;31,67;0,9;46,80;100
150790;1507904;Para;2017;Soure;56,23;55,44;8,63;91,37;300,59;8750;38,04;0,615;0,525;0,76;0,583;10,12;26,51;4,76;89,8;63,88;46,79;85,92;93,93;16,45;49,72;6,54;38,48;56,35
150795;1507953;Para;2017;Tailandia;81,47;79,19;25,96;74,04;300,85;28805;36,33;0,588;0,45;0,776;0,583;14,62;16,87;1,85;95,47;42,65;63,63;95,56;97,87;52,62;29,86;17,9;64,20;30,96
150796;1507961;Para;2017;Terra Alta;103,53;89,41;57,77;42,23;252,51;3699;36,05;0,605;0,536;0,743;0,555;10,46;23,12;2,32;94,07;57,41;47,69;87,05;96,83;22,95;38,07;49,72;64,08;100
150797;1507979;Para;2017;Terra Santa;61,74;60,23;39,02;60,98;338,44;6749;39,82;0,635;0,558;0,763;0,602;9,32;25,53;3,4;85,35;55,33;60,86;96,84;89,93;33,62;35,03;8,94;58,66;76,22
150800;1508001;Para;2017;Tome-Acu;92,38;75,33;44,15;55,85;326,18;23793;42,1;0,586;0,424;0,798;0,596;17,5;16,8;2,4;87,72;46,73;51,44;94,11;88,16;30,85;29,07;10,98;35,12;39,53
150803;1508035;Para;2017;Tracuateua;84,03;44,49;73,57;26,43;195,97;11088;40,39;0,531;0,376;0,776;0,514;23,27;13,13;1,38;73,62;29,3;51,06;92,43;87,47;60,99;28,44;29,39;36,93;100
150805;1508050;Para;2017;Trairao;82,35;80,09;66,35;33,65;322,61;7140;42,31;0,562;0,392;0,763;0,594;21,35;11,93;1,92;76,93;37,72;48,2;82,51;78,99;48,76;26,71;1,41;47,96;56,62
150808;1508084;Para;2017;Tucuma;97,43;85,69;20,13;79,87;517,86;17972;53,35;0,659;0,525;0,813;0,67;13,34;21,19;3,47;90,08;70,3;34,02;81,57;96,94;19,04;28,82;13,41;64,67;80,7
150810;1508100;Para;2017;Tucurui;79,48;62,56;4,82;95,18;534,02;41737;42,97;0,666;0,548;0,8;0,675;10,25;33,45;5,76;94,34;71,11;45,79;96,37;98,97;18,54;38,18;46,56;48,37;88,94
150812;1508126;Para;2017;Ulianopolis;53,42;44,72;34,18;65,82;558,72;15589;35,97;0,604;0,425;0,759;0,682;16,07;13,93;1,54;85,58;61,28;60,35;91,85;88,89;27,91;42,05;8,52;38,28;74,27
150815;1508159;Para;2017;Uruara;77,36;67,22;45,46;54,54;353,67;18923;42,25;0,589;0,42;0,798;0,609;16,38;15,62;2,09;79,48;47,6;44,67;86,1;77,79;38,02;22,76;4,15;52,62;69,98
150820;1508209;Para;2017;Vigia;72,41;54,91;32,44;67,56;323,12;19390;40,49;0,617;0,516;0,768;0,594;10,81;21,45;3,66;90,41;58,37;51,83;95,4;99,23;29,4;42,19;88,83;36,07;69,22
150830;1508308;Para;2017;Viseu;53,29;31,87;67,56;32,44;160,09;16048;28,3;0,515;0,366;0,776;0,482;24,05;11,34;2,03;77,42;23,61;55,24;57,01;90,73;54,43;34,64;11,54;36,05;63,89
150835;1508357;Para;2017;Vitoria do Xingu;78,68;71,83;60,08;39,92;323,18;5695;42,4;0,596;0,451;0,792;0,594;17,26;14,02;2,27;80,48;45,34;58,06;38,77;85,37;34,83;30,82;4,35;57,82;94,74
150840;1508407;Para;2017;Xinguara;86,39;68,95;22,38;77,62;520,57;18477;45,54;0,646;0,503;0,8;0,671;13,24;22,31;4,79;88,12;70,51;28,42;92,71;98,32;21,32;34,18;10,74;58,80;87,87
160005;1600055;Amapa;2017;Serra do Navio;222,39;174,63;41,21;58,79;484,63;1767;40,34;0,709;0,692;0,783;0,659;11,88;39,73;5,4;94,59;69,69;50,36;95,9;98,25;14,82;42,56;0,56;45,00;100
160010;1600105;Amapa;2017;Amapa;100,77;98,46;13,76;86,24;406,9;3225;39,97;0,642;0,532;0,79;0,631;12,11;26,65;3,66;80,26;35,62;57,34;87,32;95,35;40,94;56,05;0,88;31,91;100
160015;1600154;Amapa;2017;Pedra Branca do Amapari;85,71;74,69;44,64;55,36;397,98;4957;46,02;0,626;0,502;0,779;0,628;18,12;25,61;3,36;80,56;44,07;63,13;96,02;84,87;37,57;31,27;1,13;27,21;71,09
160020;1600204;Amapa;2017;Calcoene;120,11;82,76;18,81;81,19;417,71;3873;43,03;0,643;0,55;0,759;0,636;14,03;23,14;3,65;87;35,79;57,8;89,47;93,96;43,16;40,11;0,63;26,19;100
160021;1600212;Amapa;2017;Cutias;132,95;132,95;48;52;287,41;1705;36,31;0,628;0,566;0,76;0,576;12,5;28,56;5,55;73,84;64,72;63,39;97,83;95,99;21,82;30,05;2,22;18,87;100
160023;1600238;Amapa;2017;Ferreira Gomes;97,78;92,22;28,04;71,96;416,72;2472;42,61;0,656;0,542;0,82;0,635;14,74;30,6;3,95;77,82;63,02;56,28;89,85;95,57;27,24;38,89;1,15;39,63;100
160025;1600253;Amapa;2017;Itaubal;84,69;47,96;58,87;41,13;213,26;1540;36,11;0,576;0,477;0,758;0,528;15,45;20,63;1,76;68,46;45,33;71,41;100;91,94;26,42;32,24;2,5;22,50;100
160027;1600279;Amapa;2017;Laranjal do Jari;83,44;113,14;5,1;94,9;432,92;16530;41,39;0,665;0,573;0,801;0,641;12,49;32;4,08;91,53;60,59;55,95;88,94;98,73;23,58;39,5;1,29;49,20;100
160030;1600303;Amapa;2017;Macapa;79,25;64,70;4,27;95,73;717,88;185996;46,71;0,733;0,663;0,82;0,723;6,62;51,4;14,1;95,07;74,07;50,18;98,31;99,81;16,25;46,11;62,14;39,91;40,13
160040;1600402;Amapa;2017;Mazagao;76,39;53,23;51,43;48,57;353,61;6201;36,41;0,592;0,449;0,758;0,609;23,69;22,75;3,24;62,42;29,83;66,86;74,92;85,86;53,72;37,77;1,3;27,78;100
160050;1600501;Amapa;2017;Oiapoque;72,53;52,56;32,46;67,54;598,38;9060;44,18;0,658;0,527;0,779;0,693;9,82;23,37;5,73;84,3;43,89;63,01;95,26;95,52;45,62;42,27;0,91;37,52;69,3
160053;1600535;Amapa;2017;Porto Grande;83,61;70,83;35,7;64,3;356,65;7243;43,09;0,64;0,554;0,777;0,61;13,95;28,47;4,73;84,5;35,57;56,12;96,77;94,51;39,28;34,84;3,82;40,51;85,64
160055;1600550;Amapa;2017;Pracueba;117,19;100,00;50,41;49,59;228,81;1271;33,51;0,614;0,544;0,79;0,539;12,9;25,01;3,39;95,26;38,08;66,13;93,32;98,25;49,15;52,86;0,77;30,00;100
160060;1600600;Amapa;2017;Santana;84,62;63,46;2,12;97,88;469,24;42493;41,96;0,692;0,638;0,794;0,654;10,65;42,37;7,86;92,5;72,21;58,11;95,11;99,33;16,28;44,02;64,11;41,18;100
160070;1600709;Amapa;2017;Tartarugalzinho;116,39;100,66;48,13;51,87;250,2;4401;35,03;0,592;0,473;0,794;0,553;18,66;18,91;3,93;81,57;38,79;65,28;91,32;90,14;39,08;38,87;1,87;26,33;88,09
160080;1600808;Amapa;2017;Vitoria do Jari;87,65;72,02;17,11;82,89;309,39;4373;35,19;0,619;0,517;0,781;0,587;16,35;25,27;3,01;67,54;24,9;63,97;99,83;94,11;48,85;40,71;5,01;50,36;100
170025;1700251;Tocantins;2017;Abreulandia;97,06;91,18;38,27;61,73;624,03;1153;48,22;0,665;0,502;0,835;0,7;14,19;23,9;7,76;60,53;73,01;30,45;94,35;80,22;11,84;34,21;1,26;62,96;100
170030;1700301;Tocantins;2017;Aguiarnopolis;90,48;100,00;19,76;80,24;374,27;2122;41,11;0,657;0,571;0,804;0,618;18,32;28,05;3,06;93,34;71,39;43,69;93,6;97,77;16,77;68,46;21,93;63,16;100
170035;1700350;Tocantins;2017;Alianca do Tocantins;118,18;78,79;16,13;83,87;357,08;2362;41,65;0,663;0,596;0,801;0,61;15,71;31,72;7,19;98,72;87,06;24,75;94,21;97,64;9,49;39,58;3,59;51,61;100
170040;1700400;Tocantins;2017;Almas;99,11;50,89;20,79;79,21;369,39;3106;40,94;0,636;0,524;0,796;0,616;24,03;26,23;5,25;93,17;73,61;32,29;77,06;88,62;5,5;49,19;1,89;69,53;100
170070;1700707;Tocantins;2017;Alvorada;131,63;150,00;7,27;92,73;539,26;4197;50,12;0,708;0,623;0,843;0,677;10,9;34,35;7,53;97,22;96,97;21,43;99,29;99,92;2,06;44,22;6,91;72,07;100
170100;1701002;Tocantins;2017;Ananas;110,32;84,52;17,45;82,55;380,36;3934;39,88;0,671;0,605;0,804;0,621;21,03;31,66;8,86;95,42;72,28;32,98;87,44;98,41;13,8;38,58;6,26;67,07;100
170105;1701051;Tocantins;2017;Angico;100,00;81,25;38,96;61,04;288,86;1247;39,28;0,648;0,612;0,773;0,576;18,62;28,67;7,56;88,95;74,15;33,77;86,62;98,24;12,68;34,72;7,03;62,79;100
170110;1701101;Tocantins;2017;Aparecida do Rio Negro;97,06;82,35;21,36;78,64;320,54;1656;39,31;0,651;0,588;0,791;0,593;16,16;29,62;4,72;92,8;84,7;30,94;95,19;94,08;3,07;42,3;3,63;65,82;100
170130;1701309;Tocantins;2017;Aragominas;111,94;123,88;62,09;37,91;357,45;2837;48,23;0,593;0,461;0,739;0,611;25,75;18,58;4,47;79,42;49,45;31,59;99,46;98,02;19,47;21,66;5,01;66,18;100
170190;1701903;Tocantins;2017;Araguacema;93,62;75,53;53,7;46,3;308,94;2790;44,17;0,639;0,553;0,805;0,587;17,86;27,74;6,59;93,49;66,52;33,46;97,69;83,44;14,88;30,57;2,27;68,14;100
170200;1702000;Tocantins;2017;Araguacu;127,96;96,77;33,05;66,95;435,22;3994;45,46;0,675;0,602;0,796;0,642;15,5;27,51;6,4;99,66;91,43;15,67;96,97;96,44;6,49;25,9;1,7;71,13;100
170210;1702109;Tocantins;2017;Araguaina;79,30;75,04;5,02;94,98;737,63;74333;49,4;0,752;0,712;0,821;0,727;9,25;46,45;11,45;97,76;91,6;31,09;95,22;98,97;4,45;38,28;37,62;64,04;69,75
170215;1702158;Tocantins;2017;Araguana;83,91;86,21;32,68;67,32;372,96;2251;44,75;0,604;0,473;0,756;0,617;19,89;22,3;6,08;97,27;85,22;41,35;97;95,64;6,91;35,58;6,02;50,52;61,82
170220;1702208;Tocantins;2017;Araguatins;93,42;69,36;35,73;64,27;342,07;11763;37,55;0,631;0,525;0,793;0,604;21,64;26,15;7,29;88,75;57,22;40,67;88,34;93,25;25,53;36,15;11,93;66,78;99,11
170230;1702307;Tocantins;2017;Arapoema;113,54;89,58;19,09;80,91;442,33;2991;44,36;0,68;0,601;0,81;0,645;19,12;28,53;6,75;97,45;84,45;27,67;94,74;98,5;7,97;30,85;4,34;66,67;100
170240;1702406;Tocantins;2017;Arraias;95,45;64,29;30,76;69,24;418,64;4288;40,28;0,651;0,523;0,829;0,636;22,83;28,56;9,66;80,34;68,89;25,85;92,38;86,22;7,99;41,02;1,84;57,99;100
170255;1702554;Tocantins;2017;Augustinopolis;101,92;92,65;17,39;82,61;364,32;6788;42,56;0,67;0,619;0,793;0,614;24,4;32,06;5,82;94,03;72,75;34,21;83,82;96,53;14,92;39,87;40,38;59,94;96,58
170270;1702703;Tocantins;2017;Aurora do Tocantins;97,37;102,63;27,97;72,03;535,8;1434;41,61;0,677;0,57;0,804;0,676;22,47;26,37;5,74;89,32;83,19;19,31;87,55;95,1;2,9;52,88;4,58;83,33;100
170290;1702901;Tocantins;2017;Axixa do Tocantins;92,59;87,30;17,83;82,17;324,56;3594;38,75;0,627;0,566;0,733;0,595;26,26;25,76;5,98;97,96;60,33;40,54;81,23;96,37;16,54;43,75;61,75;53,50;100
170300;1703008;Tocantins;2017;Babaculandia;96,30;61,11;52,71;47,29;313,37;4146;39,77;0,642;0,568;0,792;0,589;22,16;25,51;3,82;81,18;57,88;45,28;90,88;84,5;9,41;32,58;5,83;59,81;96,33
